,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time
AU_23875,Australia,23875,PARAWA (SECOND VALLEY FOREST AWS),B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor23875_999999998752775.txt,-35.5695,138.2864,341m,133498,7.36,5min,mm,NA,-999.0,0.0, Changed LST,341.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_23875.txt,21,mm,AU_23875,1999110915,2015020100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-01-31 14:30:00+00:00,1999-11-09 05:30:00+00:00
AU_8300,Australia,8300,TABLETOP,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor8300_999999998752773.txt,-29.0692,115.0915,240m,60069,0.98,5min,mm,NA,-999.0,0.0, Changed LST,240.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_8300.txt,21,mm,AU_8300,2001082404,2008070100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2008-06-30 16:00:00+00:00,2001-08-23 20:00:00+00:00
AU_7132,Australia,7132,MOUNT CLERE,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor7132_999999998752773.txt,-25.0964,117.5922,472m,445764,57.68,5min,mm,NA,-999.0,0.0, Changed LST,472.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_7132.txt,21,mm,AU_7132,1964052413,2015040100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-03-31 16:00:00+00:00,1964-05-24 05:00:00+00:00
AU_31066,Australia,31066,MAREEBA QWRC,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor31066_999999998752738.txt,-16.995,145.4253,400m,442262,10.82,5min,mm,NA,-999.0,0.0, Changed LST,400.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_31066.txt,21,mm,AU_31066,1952011711,2002070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2002-06-30 14:00:00+00:00,1952-01-17 01:00:00+00:00
AU_14908,Australia,14908,WOOLIANA,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14908_999999998752779.txt,-13.6817,130.6367,15m,128598,10.93,5min,mm,NA,-999.0,0.0, Changed LST,15.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14908.txt,21,mm,AU_14908,1966092919,1981060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,1981-05-31 14:30:00+00:00,1966-09-29 09:30:00+00:00
AU_12135,Australia,12135,NINETY MILE TANK,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor12135_999999998752773.txt,-32.6831,120.6944,345m,97408,29.53,5min,mm,NA,-999.0,0.01, Changed LST,345.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_12135.txt,21,mm,AU_12135,2004021909,2015040100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-03-31 16:00:00+00:00,2004-02-19 01:00:00+00:00
AU_16096,Australia,16096,ROXBY DOWNS (OLYMPIC DAM AERODROME),B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor16096_999999998752775.txt,-30.4829,136.8772,98.5m,129347,11.41,5min,mm,NA,-999.0,0.0, Changed LST,98.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_16096.txt,21,mm,AU_16096,2000062814,2015040100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-03-31 14:30:00+00:00,2000-06-28 04:30:00+00:00
AU_41018,Australia,41018,CLIFTON POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41018_999999998752738.txt,-27.9317,151.9058,443m,371381,10.14,5min,mm,NA,-999.0,0.0, Changed LST,443.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41018.txt,21,mm,AU_41018,1972091920,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,1972-09-19 10:00:00+00:00
AU_15602,Australia,15602,JERVOIS,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor15602_999999998752779.txt,-22.9494,136.1442,328m,417080,19.8,5min,mm,NA,-999.0,0.0, Changed LST,328.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_15602.txt,21,mm,AU_15602,1968010117,2015080100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-07-31 14:30:00+00:00,1968-01-01 07:30:00+00:00
AU_30045,Australia,30045,RICHMOND POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor30045_999999998752738.txt,-20.7289,143.1425,211.1m,406050,12.8,5min,mm,NA,-999.0,0.0, Changed LST,211.1,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_30045.txt,21,mm,AU_30045,1968120407,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1968-12-03 21:00:00+00:00
AU_61186,Australia,61186,MERRIWA (ROSEBANK),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor61186_999999998752763.txt,-32.2,150.2,350m,35518,7.01,5min,mm,NA,-999.0,0.0, Changed LST,350.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_61186.txt,21,mm,AU_61186,1965021003,1969030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1969-02-28 14:00:00+00:00,1965-02-09 17:00:00+00:00
AU_85269,Australia,85269,NOOJEE PEARCE,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor85269_999999998752770.txt,-37.8833,146.0167,261m,29214,19.29,5min,mm,NA,-999.0,0.0, Changed LST,261.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_85269.txt,21,mm,AU_85269,1978080119,1981120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1981-11-30 14:00:00+00:00,1978-08-01 09:00:00+00:00
AU_86094,Australia,86094,POWELLTOWN DNRE,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor86094_999999998752770.txt,-37.8615,145.7443,189.1m,3121,40.63,5min,mm,NA,-999.0,0.0, Changed LST,189.1,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_86094.txt,21,mm,AU_86094,1973022100,1973070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1973-06-30 14:00:00+00:00,1973-02-20 14:00:00+00:00
AU_40214,Australia,40214,BRISBANE REGIONAL OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40214_999999998752738.txt,-27.4778,153.0306,38m,758943,6.19,5min,mm,NA,-999.0,0.0, Changed LST,38.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40214.txt,21,mm,AU_40214,1908010210,1994080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1994-07-31 14:00:00+00:00,1908-01-02 00:00:00+00:00
AU_33047,Australia,33047,TE KOWAI EXP STN,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor33047_999999998752738.txt,-21.1642,149.1192,13m,348,0.29,5min,mm,NA,-999.0,0.06, Changed LST,13.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_33047.txt,21,mm,AU_33047,1970011713,1970020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1970-01-31 14:00:00+00:00,1970-01-17 03:00:00+00:00
AU_95048,Australia,95048,OUSE FIRE STATION,B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor95048_999999998752777.txt,-42.4842,146.7106,90m,155455,10.92,5min,mm,NA,-999.0,0.0, Changed LST,90.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_95048.txt,21,mm,AU_95048,1996090518,2014060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2014-05-31 14:00:00+00:00,1996-09-05 08:00:00+00:00
AU_40697,Australia,40697,REDCLIFFE COUNCIL,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40697_999999998752738.txt,-27.245,153.1006,25m,135923,25.52,5min,mm,NA,-999.0,0.0, Changed LST,25.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40697.txt,21,mm,AU_40697,1989053014,2004120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2004-11-30 14:00:00+00:00,1989-05-30 04:00:00+00:00
AU_14731,Australia,14731,ROBINSON RIVER,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14731_999999998752779.txt,-16.7611,136.9809,61m,120504,15.84,5min,mm,NA,-999.0,0.0, Changed LST,61.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14731.txt,21,mm,AU_14731,2000090101,2014060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2014-05-31 14:30:00+00:00,2000-08-31 15:30:00+00:00
AU_85058,Australia,85058,GLENCAIRN (BARKLY RIVER (GLENVIEW)),B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor85058_999999998752770.txt,-37.5277,146.5458,380m,97128,7.75,5min,mm,NA,-999.0,0.01, Changed LST,380.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_85058.txt,21,mm,AU_85058,2004040101,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,2015-04-30 14:00:00+00:00,2004-03-31 15:00:00+00:00
